id,amenity,name,name:en,level,addr:housenumber,addr:street,opening_hours,lat,lon
node/253721996,clock,,,,,,,55.7299812,37.6395912
node/255742562,pub,Кружка,,,,,,55.7592693,37.5800979
node/255742645,pub,Кружка,Kruzhka,,,,"Mo-Su 12:00-24:00; Fr,Sa 12:00-04:00",55.7655857,37.6389827
node/267336195,fast_food,Му-Му,,,,,Mo-Su 09:00-23:00,55.7608001,37.6320651
node/272607919,fuel,Татнефть,Tatneft,,,,,55.7508202,37.6583094
node/302501119,theatre,Школа современной пьесы,,,,,Mo-Su 11:00-23:00,55.7668896,37.6209567
node/302501273,cafe,Шоколадница,Shokoladnitsa,,,,Mo-Fr 07:30-22:00; Sa-Su 10:00-20:00,55.7682803,37.6446178
node/365383468,fuel,Лукойл,,,,,24/7,55.7293559,37.617096
node/365383472,car_wash,,,,,,,55.7293354,37.6173277
node/420588407,atm,,,,,,,55.7321646,37.6470045
node/428737110,post_office,Москва 119121,,,,,Mo-Fr 08:00-20:00; Sa-Su 09:00-18:00,55.7437276,37.5819096
node/441301848,telephone,,,,,,24/7,55.7603558,37.5769363
node/442887410,parking,,,,,,,55.7719367,37.6452079
node/444765729,cafe,Шоколадница,Shokoladnitsa,,,,Mo-Fr 07:00-23:00; Sa-Su 09:00-23:00,55.738555,37.6530369
node/444765730,ferry_terminal,Новоспасский мост,,,,,,55.7302868,37.6534569
node/444765733,fuel,Shell,,,,,,55.7300151,37.6587617
node/444776930,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7643875,37.6064387
node/444776932,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7618546,37.6204043
node/444776943,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su 12:00-17:00,55.7410021,37.6250569
node/444776950,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7545611,37.6574792
node/444776951,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa-Su off,55.7610398,37.6569952
node/444776955,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7619852,37.6334727
node/444776964,bank,,,,,,,55.7383633,37.6280408
node/444785277,ferry_terminal,Устьинский мост,,,,,,55.7486249,37.6354134
node/444788077,bank,Сбербанк,Sberbank,,,,Mo-Fr 10:00-19:00; Sa 10:00-16:00,55.7349911,37.6579477
node/447642786,clinic,Поликлиника №104,,,,,,55.73788,37.6567449
node/447642791,pharmacy,,,,,,Mo-Fr 09:00-19:00,55.737892,37.6551543
node/447645709,cafe,Шоколадница,Shokoladnitsa,1,,,Mo-Fr 08:00-24:00; Sa-Su 10:00-24:00,55.7604271,37.6145161
node/453233906,fast_food,Макдоналдс,McDonald's,,1/2 с1,Таганская улица,Mo-Su 10:00-22:00,55.7418463,37.6554653
node/453233917,toilets,,,,,,08:00-20:00,55.7405596,37.6561197
node/463257309,cafe,Грабли,Grably,-1;1;2;3,,,"Mo-Fr 08:00-23:00; Sa,Su 09:00-23:00",55.7413227,37.6287265
node/463257310,fast_food,Макдоналдс,McDonald's,,,,Mo-Su 07:00-24:00,55.7409715,37.6254376
node/473430314,pharmacy,Доктор Н,,,,,Mo-Su 08:00-20:00,55.7731376,37.6266824
node/510113927,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.757364,37.6316441
node/524512018,restaurant,IL Патио,IL Patio,,,,"Mo-We,Su 10:00-24:00",55.7567776,37.6587205
node/524512020,fast_food,Крошка Картошка,Kroshka Kartoshka,,,,Mo-Su 10:00-23:00,55.7565416,37.6592025
node/524512021,fast_food,KFC,KFC,2,,,Mo-Su 10:00-23:00,55.758067,37.6589801
node/524512022,restaurant,TGI Friday's,,,,,Mo-Su 11:00-24:00,55.7573344,37.658752
node/524512024,fast_food,Теремок,Teremok,,,,Mo-Su 10:00-23:00,55.7572886,37.6586466
node/524512029,cinema,Каро Фильм,,3,,,Mo-Su 10:00-04:00,55.7578952,37.6588868
node/524512031,cafe,Кофе Хауз,,,,,,55.7576428,37.6586654
node/524512034,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7586344,37.6582541
node/524512037,pharmacy,Ригла,Rigla,,,,,55.7591093,37.6581922
node/524512039,bank,Юникредит Банк,,,,,Mo-Fr 11:00-19:00,55.7596342,37.6581642
node/529550636,bench,,,,,,,55.7652021,37.6056741
node/529550637,fast_food,Макдоналдс,McDonald's,,,,,55.7589521,37.6107581
node/529550639,theatre,Театр им. М. Н. Ермоловой,Yermolov Theatre,,,,,55.757837,37.6125722
node/529550640,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7571401,37.6139807
node/529550641,bank,Росбанк,Rosbank,,,,Mo-Fr 10:00-19:00,55.762272,37.6081398
node/529550645,cafe,Шоколадница,Shokoladniza,,,,24/7,55.7686937,37.5976859
node/529550646,pharmacy,"36,6",,,,,24/7,55.7673366,37.6001309
node/529550649,theatre,Электротеатр Станиславский,Stanislavsky Electrotheater,,,,Mo-Su 11:00-22:00,55.7667614,37.6010717
node/530204987,customs,Центральная акцизная таможня,,,,,,55.7467403,37.6471724
node/560539614,restaurant,Гудман,Goodman,1,2 с1,Павелецкая площадь,Mo-Su 11:00-24:00,55.7304479,37.6342593
node/560539615,bank,Ситибанк,Citibank,,,,"Mo-Fr 10:00-20:00, Sa 10:00-18:00",55.7305061,37.6348166
node/560539617,cafe,Шоколадница,Chocolate,,,,24/7,55.7305169,37.6352842
node/560539618,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7310081,37.6336134
node/560539620,cinema,Пять звезд на Павелецкой,,,,,,55.732929,37.6372471
node/561252412,restaurant,Дымов №1,,,,,,55.7481373,37.6225821
node/588069756,fast_food,,,,,,,55.7289138,37.6227107
node/591033080,pharmacy,Эвалар,,,,,Mo-Fr 08:00-22:00; Sa-Su 09:00-21:00,55.7357285,37.5925272
node/593423896,post_office,Москва 119021,,,,,Mo-Fr 08:00-20:00; Sa-Su 09:00-18:00,55.7330856,37.5932114
node/595386996,restaurant,Тануки,Tanuki,,,,Mo-Su 11:00-23:59,55.734817,37.6279233
node/608527161,parking,,,,,,,55.7680285,37.5958813
node/610282694,restaurant,Кафе Студии Артемия Лебедева,,,,,"Mo-Fr 08:00-23:00; Sa,Su 10:00-23:00",55.757282,37.5949512
node/614515218,restaurant,Pizza Peppe,,,,,Mo-Su 12:00-24:00,55.7581087,37.6091236
node/614945569,restaurant,Casa Di Mosca,,,,,Mo-Su 12:00-24:00,55.7676363,37.5980868
node/614953798,library,Центральная городская молодежная библиотека им. М.А. Светлова. Молодежный медиацентр,,,,,,55.7665164,37.5909783
node/619163926,restaurant,Восточная комната,,,,,,55.7477921,37.5806167
node/619910548,theatre,Театр Эстрады,Theatre of Estrada,,,,,55.744836,37.6112984
node/622006644,embassy,Посольство Австралии,Australia Embassy,,,,Mo-Fr 09:00-17:00,55.7525862,37.6424555
node/623350670,restaurant,Турандот,Turandot,,26/5,Тверской бульвар,,55.7630488,37.6042918
node/623350682,restaurant,Каста Дива,Casta Diva,,26,Тверской бульвар,,55.7628141,37.6043747
node/623350694,cafe,Пушкинъ,Pushkin,,26/5,Тверской бульвар,,55.7634115,37.6046705
node/624307946,dentist,Дора Медсервис,,,5,Долгоруковская улица,,55.7729098,37.6029161
node/630992218,atm,,,,,,,55.7743922,37.6485093
node/631020194,restaurant,Бюргер,,,6,Докучаев переулок,,55.7735609,37.6440616
node/641303980,clinic,Гута Клиник,,,2,улица Фадеева,,55.773631,37.6010998
node/641303982,theatre,Органный зал Музея Музыкальной Культуры им. М.И. Глинки,,,,,,55.7744079,37.5998733
node/656132952,atm,,,,,,,55.766132,37.637683
node/677322340,restaurant,Пилзнер,Pilsner,,,,Mo-Su 12:00-24:00,55.7593349,37.6448731
node/677322342,bar,Imagine,,,16/16 с1,улица Покровка,Su-Th 11:30-05:00; Fr-Sa 11:30-06:00,55.7585918,37.6462573
node/677322344,bar,Rumor,,,,,"Mo-Fr 12:00-24:00; Sa,Su 00:00-03:00,15:00-24:00",55.7597256,37.6473233
node/698892110,embassy,Консульство Австрии,Consulate of Austria,,,,,55.7429332,37.5904418
node/698892145,embassy,Посольство Судана,Sudan Embassy,,,,,55.769002,37.6067071
node/698892149,embassy,посольство Словении,,,,,,55.7696838,37.6058863
node/698892160,embassy,Посольство Армении,Armenian Embassy,,,,,55.7605941,37.6347965
node/698892169,embassy,Посольство Казахстана,Embassy of Kazakhstan,,3А,Чистопрудный бульвар,,55.7638167,37.6417137
node/698892188,embassy,посольство Ливана,Embassy of Lebanon,,,,,55.7731377,37.6176071
node/699049187,embassy,посольство Узбекистана,Embassy of Uzbekistan,,,,,55.7326469,37.6212885
node/699049190,embassy,Посольство Кыргызской Республики,Embassy of the Kyrgyz Republic,,64,улица Большая Ордынка,,55.7322708,37.6240004
node/699049191,embassy,Посольство Израиля,Embassy of Israel,,,,,55.7337798,37.6236567
node/701811553,bank,ГринКомБанк,,,,,,55.7322628,37.5888416
node/702725368,bank,ВТБ,VTB,,,,,55.738559,37.5824901
node/702805253,restaurant,Кампус,Campus,,,,"Mo-Su 00:00-04:00,11:30-24:00",55.7395493,37.5847845
node/703390611,bank,Сбербанк,Sberbank,,,,Mo-Fr 10:00-19:00,55.7470387,37.5911545
node/703631197,pharmacy,"36,6",,,,,"Mo-Fr 08:00-23:00; Sa,Su 09:00-22:00",55.7473456,37.5851869
node/704441922,fast_food,Му-Му,,,,,Mo-Su 09:00-23:00,55.7608388,37.623385
node/708685616,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7612185,37.5793193
node/713817546,bank,Сбербанк,Sberbank,,,,Mo-Fr 08:30-19:30; Sa 10:00-18:00,55.7357922,37.5923368
node/745271763,pub,Молли Гвинн'з,Molly Gwynn’s,,24,Пятницкая улица,Mo-Th 12:00-24:00; Fr-Sa 12:00-02:00; Su 12:00-24:00,55.7411808,37.628376
node/748943393,fast_food,Макдоналдс,McDonald's,,,,Mo-Su 06:30-24:00,55.7576856,37.6343073
node/778886785,restaurant,Па-паэлья,,,,,Mo-Su 09:00-23:00,55.7621415,37.6350472
node/781048859,cinema,Иллюзион,,,,,,55.7479938,37.6450217
node/781539465,arts_centre,"Фонд культуры ""Екатерина""",Ekaterina Art Foundation,,,,Mo-Su 11:00-19:30,55.762556,37.6281285
node/784052391,toilets,,,-1,,,24/7,55.754858,37.617345
node/784233979,fast_food,Макдоналдс,McDonald's,,,,Mo-Su 06:00-24:00,55.729108,37.623774
node/795880515,restaurant,Ноев Ковчег,,,,,,55.7540938,37.6411609
node/795880842,restaurant,Экспедиция,,,,,,55.7519218,37.6418486
node/795888754,cinema,Пять звезд на Новокузнецкой,,3,16,Большой Овчинниковский переулок,,55.7447628,37.6297301
node/804015046,atm,,,,,,,55.7469853,37.6057339
node/807932379,fountain,,,,,,,55.765671,37.6062591
node/807976202,toilets,,,-1,,,08:00-02:00,55.7523754,37.6217701
node/809903178,pharmacy,,,,,,,55.731026,37.5911863
node/813653264,restaurant,"Корчма ""Тарас Бульба""",,,13/14 с2,Садовая-Самотёчная улица,24/7,55.7742263,37.6174874
node/813653325,restaurant,Хинкальный дом Колхида,,,11,Садовая-Кудринская улица,12:00-24:00,55.7632361,37.5867469
node/813653387,cafe,Штолле,Stolle,,3 с1,Большая Садовая улица,Mo-Su 08:00-22:00,55.767666,37.5926032
node/813653471,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7673084,37.5933715
node/813653482,restaurant,Де Марко,De Marco,,,,24/7,55.7702108,37.5984278
node/813653604,fast_food,Шефбургер,,,,,,55.7602026,37.584853
node/813653880,cafe,Айва,,,,,,55.7629854,37.5880591
node/813653889,cafe,Moscow,,,,,Mo-Su 09:00-22:00,55.7703611,37.5987786
node/813972077,cafe,Актер,,,,,"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00",55.7667104,37.6107617
node/813972115,restaurant,Чемодан,,,,,Mo-Su 12:00-24:00,55.7486687,37.5994629
node/813972222,pub,Джон Донн,John Donne,,,,,55.7554704,37.6005392
node/813972235,restaurant,Корчма Тарас Бульба,,,,,09:00-24:00,55.7680884,37.6141023
node/813972248,restaurant,Ла Маре,La Marée,,,,,55.7678741,37.6139496
node/813972332,restaurant,Баба Марта,Baba Marta,,,,,55.7462354,37.6005768
node/813972359,restaurant,Палаццо Дукале,Palazzo Dukale,,,,,55.7585264,37.5983282
node/813972443,restaurant,Жан-Жак,Jean-Jacques,,,,"Mo-Su 00:00-06:00,09:00-24:00",55.7552843,37.6006938
node/813972449,restaurant,Венеция,Venezia,,,,"Mo-Fr 11:00-24:00; Sa,Su 12:00-24:00",55.7652183,37.6083324
node/813972467,restaurant,Русский паб,,,,,Mo-Su 12:00-24:00,55.7590954,37.6004288
node/813972498,restaurant,Домжур,DomJour,,,,Mo-Su 12:00-24:00,55.7540545,37.6015085
node/813972630,restaurant,Catch,,,,,Mo-Su 11:00-23:00,55.7681694,37.6139141
node/813972637,restaurant,Бокончино,Bocconcino,,,,Mo-Su 12:00-24:00,55.7672164,37.6084775
node/815105230,cafe,Мацони,,,,,Mo-Su 11:00-23:00,55.7716905,37.6379399
node/815105328,cafe,Шоколадница,Shokoladnitsa,,1,Большая Сухаревская площадь,Mo-Fr 08:00-23:00; Sa-Su 09:00-23:00,55.7730476,37.6328847
node/815105342,bar,P4B,,,,,12:00-23:00,55.7729472,37.6288067
node/815405665,restaurant,Yoko,,,5/2,Соймоновский проезд,"Mo-Su 12:00-24:00; Fr,Sa 12:00-06:00",55.7433214,37.6044129
node/815405703,fast_food,Теремок,Teremok,,,,Mo-Su 09:00-22:00,55.7449919,37.6006171
node/815405715,restaurant,Vаниль,Vanill,,,,"Mo-Fr 08:00-24:00; Sa,Su 10:00-24:00",55.7440822,37.6024372
node/820839905,cafe,Алтаргана,Altargana,-1,,,Mo-Su 12:00-24:00,55.7673462,37.6522939
node/830154263,pub,Золотая Вобла,Zolotaya Vobla,,,,24/7,55.7583363,37.6398181
node/831119630,restaurant,BQ,,,,,24/7,55.7416257,37.62872
node/838569813,embassy,Посольство Южной Осетии,Embassy of South Ossetia,,,,,55.7414377,37.6063195
node/846812374,embassy,посольство Чили,Embassy of Chile,,7,Денежный переулок,,55.7437458,37.5874667
node/858796798,parking_entrance,,,,,,,55.7568216,37.613289
node/893110455,pharmacy,"36,6",,,,,Mo-Su 08:00-22:00,55.7409699,37.6271481
node/893110503,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7409522,37.6276453
node/902887970,police,5-й отдел ГИБДД на спецтрассе,,,,,,55.735191,37.5963144
node/904413839,dentist,Интермедсервис,,,,,,55.7588975,37.6478249
node/904569980,bank,ВТБ,VTB,,,,,55.7468161,37.5819783
node/904569995,pharmacy,Ригла,,,,,24/7,55.7406369,37.5843228
node/904569997,bench,,,,,,,55.7560795,37.5893269
node/904570018,post_office,Москва 121069,,,,,Mo-Fr 08:00-20:00; Sa-Su 09:00-18:00,55.7565828,37.5884459
node/904570024,bank,Кредит Европа Банк,,,,,,55.744597,37.5828497
node/904570037,bench,,,,,,,55.7559931,37.5895265
node/904570081,pharmacy,Столичные Аптеки,,,,,"Mo-Fr 08:00-21:00, Sa 09:00-20:00, Su 10:00-18:00",55.7399376,37.5845923
node/904570097,bench,,,,,,,55.7560363,37.5894267
node/904570100,bank,Росбанк,Rosbank,,,,Mo-Fr 10:00-19:00,55.7481741,37.5831022
node/905854477,doctors,Репромед,,,22А,улица Покровка,,55.7586894,37.6489011
node/905854502,pharmacy,Репромед,,,,,,55.7587278,37.6489212
node/906872238,cafe,Надин,,,,,"Mo-Fr 09:00-21:00; Sa,Su 10:00-21:00",55.7589836,37.6173425
node/912959835,atm,,,,,,,55.7337098,37.5894223
node/927219920,cafe,Старбакс,Starbucks,,,,"Mo-Fr 07:00-23:00; Sa,Su 08:00-23:00",55.7475797,37.6259319
node/928627846,fast_food,Макдоналдс,McDonald's,,,,Su-Th 06:30-23:30; Fr-Sa 06:30-24:00,55.7474016,37.5843473
node/928648457,police,Отдел МВД России по району Арбат,,,,,,55.7477579,37.5889905
node/934761822,post_office,Москва 115035,,,,,"Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off",55.7458111,37.6258208
node/937230148,bank,Райффайзен,Raiffeisen,,,,,55.7389845,37.596475
node/938070047,atm,,,,,,24/7,55.7727271,37.6081454
node/938070061,atm,,,,,,,55.7682934,37.623727
node/938070071,atm,,,,,,24/7,55.7622205,37.6243878
node/938070076,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.762098,37.609576
node/938070084,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7609568,37.6219009
node/938070086,atm,,,,,,,55.7704901,37.5990607
node/938070111,atm,,,,,,,55.7646794,37.6171861
node/938070115,atm,,,,,,,55.7654415,37.5967859
node/938070122,atm,,,,,,,55.7635657,37.6169472
node/938253562,atm,,,,,,,55.7686655,37.6466629
node/938253576,atm,,,,,,,55.7334214,37.6192064
node/938253590,atm,,,,,,,55.7467776,37.5819761
node/938253598,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7478585,37.5867405
node/938253604,atm,,,,,,,55.7586321,37.6583191
node/938253614,atm,,,,,,,55.7299327,37.6400991
node/938253621,atm,,,,,,,55.7614043,37.6475899
node/940002572,restaurant,Chicago Grill,,,,,"Mo-Fr 12:00-24:00; Sa,Su 00:00-05:00,14:00-24:00",55.7664077,37.610403
node/941301022,bank,Сбербанк,Sberbank,,,,Mo-Fr 10:30-19:30,55.7661866,37.6322942
node/941301023,pub,Лига Пап,,,,,24/7,55.7653264,37.6309256
node/941301026,restaurant,Паста и Баста,,,,,Mo-Fr 11:00-00:00; Sa-Su 12:00-00:00,55.7662068,37.6320303
node/941304673,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,19/4 с2,Милютинский переулок,Mo-Su 08:00-23:00,55.7658952,37.6322394
node/941311738,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,14/2 с1,улица Покровка,Mo-Su 08:00-23:00,55.7591689,37.6452839
node/941316003,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,,,Mo-Su 08:00-23:00,55.7626987,37.5892139
node/942430587,cafe,DeliMarche,,,,,"Mo-Fr 08:00-23:00; Sa,Su 09:00-23:00",55.7687885,37.5893563
node/946096047,clinic,Поликлиника №1 РАН,,,,,,55.765212,37.635049
node/951407576,pub,Ulysses,,,,,Mo-Su 12:00-23:45,55.7476985,37.5882161
node/956231543,dentist,Немецкая стоматология на Патриарших,,,,,,55.7645832,37.5953703
node/956231545,theatre,Практика,Praktika theatre,,,,Mo-Su 09:00-24:00,55.7656971,37.5947736
node/956231570,training,Fire Ballet Dance Studio,,,,,,55.7653212,37.59515
node/965891263,university,ИГУПИТ,,,"13 с1,13 с3",улица Александра Солженицына,,55.7429925,37.6588284
node/968170591,cafe,Архитектор,,,,,,55.7699843,37.5937454
node/977446534,cafe,Кулинарная лавка братьев Караваевых,Bratya Karavaevy,,76/21 с2,улица Земляной Вал,Mo-Su 08:00-23:00,55.7428467,37.6536576
node/982386557,cinema,Каро Фильм Октябрь,,,,,,55.7529371,37.5878215
node/983375037,fountain,,,,,,,55.7549619,37.6306977
node/984569773,cafe,Булка,Bulka,,,,Mo-Su 08:00-24:00,55.7737934,37.5860675
node/984569931,pub,Темпл Бар,,,,,Mo-Su 12:00-24:00,55.7737993,37.5872814
node/984570006,bank,Сбербанк,Sberbank,,11,1-я Тверская-Ямская улица,Mo-Fr 10:00-19:00,55.772461,37.591513
node/984570060,dentist,Simple Smile,,,,,"Mo-Fr 09:00-21:00; Sa,Su 11:00-17:00",55.7725978,37.5893216
node/984661289,restaurant,Вареничная №1,,,,,Mo-Fr 08:30-24:00; Sa-Su 10:00-24:00,55.774668,37.5839239
node/985222614,fast_food,Теремок,Teremok,,,,Mo-Su 09:00-22:00,55.7575201,37.6345789
node/990244072,pharmacy,Ригла,,,,,,55.7414406,37.6156403
node/990244081,waste_disposal,,,,,,,55.7415352,37.6176371
node/995181080,post_office,Москва 105064,,,,,"Mo-Fr 08:00-20:00; Sa 09:00-18:00; Su,PH off; PH -1 day Mo-Fr 08:00-19:00",55.7632822,37.6562355
node/1000171907,pharmacy,Ригла,,,,,Mo-Fr 08:00-21:00; Sa-Su 10:00-20:00,55.7679978,37.6463115
node/1000785708,atm,,,,,,,55.7683056,37.6479213
node/1000852663,post_office,DHL,,,31,Новинский бульвар,,55.7577308,37.5827287
node/1001464570,restaurant,Траттория Semplice,Trattoria Semplice,,,,,55.7639264,37.646019
node/1001464571,restaurant,Омулевая бочка,Omulyovaya Bochka,,,,,55.7610149,37.650276
node/1014793348,bank,Райффайзен,Raiffeisenbank,,,,Mo-Fr 09:00-20:00,55.7549306,37.6091353
node/1024073856,parking,,,,,,,55.745283,37.6111473
node/1024733996,fountain,Принцесса Турандот,Princess Turandot,,,,,55.749791,37.5920517
node/1027283896,toilets,,,-1,,,,55.772973,37.656116
node/1027283904,toilets,,,-1,,,,55.7731399,37.6582194
node/1027283906,shelter,,,,,,,55.7739523,37.6593217
node/1027283925,toilets,,,0,,,,55.7745155,37.6570515
node/1059141986,bench,,,,,,,55.7327821,37.5952582
node/1059142000,bench,,,,,,,55.7327315,37.5952133
node/1059142014,bench,,,,,,,55.7326657,37.595393
node/1059142026,bench,,,,,,,55.7327214,37.5954379
node/1070716609,fountain,,,,,,,55.7443849,37.6157589
node/1074714681,cafe,Фестивальное,,3,,,,55.7545312,37.6226597
node/1074714701,toilets,,,3,,,,55.754018,37.6228046
node/1074714712,pharmacy,"36,6",,3,,,,55.7546701,37.622354
node/1074714713,fast_food,Столовая №57,,3,,,Mo-Su 10:00-22:00,55.7542535,37.6232069
node/1078370928,fast_food,Му-Му,,,,,"Mo-Fr 08:00-23:00; Sa,Su 10:00-22:00",55.7409433,37.6277777
node/1098001563,restaurant,Tehnikum,,,,,Mo-Su 12:00-24:00,55.7607787,37.6148968
node/1098460309,pub,Bobby Dazzler,,,,,Mo-Th 11:00-24:00; Fr 11:00-03:00; Sa 13:00-06:00; Su 13:00-24:00,55.7675891,37.6352736
node/1098868819,pub,Mollie's Pub,,,,,"Mo,Su 12:00-24:00; Tu-Th 00:00-01:00,12:00-24:00; Fr,Sa 00:00-03:00,12:00-24:00",55.7625156,37.634405
node/1098870076,fast_food,Макдоналдс,McDonald's,,,,Mo-Su 06:30-00:30,55.765327,37.6384033
node/1111717651,cafe,Кукушка,Koukoushka,,,,,55.7611536,37.6240418
node/1113593209,restaurant,IL Патио,IL Patio,,,,Mo-Fr 08:00-24:00; Sa-Su 11:00-24:00,55.770209,37.5961583
node/1116701756,photo_lab,Fotoproekt,,,,,Mo-Su 10:00-21:00,55.7576422,37.6365506
node/1118303084,parking_entrance,,,,,,,55.7732385,37.5916495
node/1118924970,atm,,,,,,,55.7661991,37.6078247
node/1119385381,bank,ВТБ,VTB,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00,55.7589874,37.6248083
node/1123344229,atm,,,,,,,55.7616384,37.6243584
node/1123362163,theatre,Большой театр. Камерная сцена им. Б. А. Покровского,,,17,Никольская улица,Tu-Fr 19:00-22:00; Sa-Su 18:00-22:00,55.7580473,37.6235011
node/1125103158,parking_entrance,,,,,,,55.7739928,37.5865344
node/1125109234,parking_entrance,,,,,,,55.7738647,37.5863
node/1125967181,bank,,,,,,,55.7443166,37.660915
node/1127937178,parking,,,,,,,55.7659338,37.6323624
node/1127938101,parking,,,,,,,55.7627646,37.6341725
node/1140804624,cafe,French Kiss,,,,,Mo-Su 09:30-22:30,55.7351014,37.6128462
node/1141775705,cafe,A'petit,,,,,,55.7738478,37.5990744
node/1141776015,kindergarten,Детский сад №1951,,,,,,55.773305,37.6003809
node/1141776199,pharmacy,Самсон Фарма,,,,,Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 10:00-22:00,55.77329,37.5980921
node/1142038127,pub,Punch & Judy,,,,,"Mo-Su 12:00-24:00; Fr,Sa 12:00-06:00",55.7445693,37.6273469
node/1145199255,cafe,Могучая кучка,,,,,Mo-Su 12:00-23:00,55.7594197,37.6088804
node/1145199296,bar,Дума,Douma,,,,"Mo-Fr 09:00-06:00; Sa,Su 11:00-06:00",55.7567223,37.6106072
node/1145283014,post_office,Отделение связи №125009,,,,,,55.7586938,37.6112407
node/1145283047,bank,Сбербанк,Sberbank,,,,Mo-Fr 10:00-19:00,55.7587133,37.6103085
node/1146881722,restaurant,Простые вещи,Prostye veschi,,,,Mo-We 10:00-01:00; Th-Sa 10:00-03:00; Su 10:00-01:00,55.7568471,37.6052808
node/1146881723,parking_entrance,,,,,,,55.7535163,37.610452
node/1146881784,restaurant,Кофемания,Coffeemania,,,,Mo-Su 06:00-23:00,55.7565428,37.6049272
node/1146899658,pharmacy,Ригла,Rigla,,,,24/7,55.7511707,37.5969893
node/1151091462,restaurant,Якитория,,,,,Mo-Su 10:00-05:00,55.7718109,37.592511
node/1161652566,restaurant,ВьетКафе,VietCafe,,,,"Mo-Su 00:00-06:00,11:00-24:00",55.7572486,37.6081032
node/1161652592,cafe,Coffee Bean,,,,,Mo-Sa 08:00-23:00; Su 09:00-22:00,55.7566315,37.6058154
node/1161887164,theatre,Учебный театр Школы-студии МХАТ,,,,,,55.7601664,37.6137301
node/1184328571,clinic,Поликлиника.ру,,,,,Mo-Su 09:00-21:00,55.7687005,37.6567262
node/1186543631,bank,,,,,,"Mo-Fr 09:00-20:00; Sa,Su 10:00-18:00",55.7365135,37.590182
node/1194037202,pharmacy,Новоарбатская,,,,,24/7,55.7526393,37.5977102
node/1194227708,theatre,Московский драматический театр имени А. С. Пушкина,,,,,,55.7622171,37.6018253
node/1196600438,theatre,Театр кукол имени С. В. Образцова,Moscow State Puppet Theatre,,,,Mo-Su 10:00-18:00,55.7740101,37.6144647
node/1201984066,bank,Райффайзен,Raiffeisen,,,,Mo-Fr 09:00-20:00; Sa 10:00-17:00; Su off,55.7440609,37.5842481
node/1201984214,library,Библиотека-филиал №28 имени В.В.Вересаева,,,,,"Mo-Fr 13:00-19:00; Sa 12:00-18:00; Su off; Jan 31,Feb 28,Mar 31,Apr 30,May 31,Jun 30,Jul 31,Aug 31,Sep 30,Oct 31,Nov 30,Dec 31 off",55.7434378,37.5804892
node/1201993395,bank,Росбанк,Rosbank,,,,Mo-Fr 09:00-19:30; Sa 09:30-18:00,55.7723147,37.6055056
node/1201993436,bank,Росбанк,Rosbank,,,,Mo-Fr 10:00-19:00,55.7586221,37.6209369
node/1202307979,library,Центральная городская детская библиотека имени А.П.Гайдара,,,,,,55.7434321,37.5804247
node/1203193433,bank,Альфа-Банк,Alfa-Bank,,,,Mo-Fr 09:00-21:00; Sa 10:00-19:00; Su off,55.7521259,37.5991895
node/1203350284,fast_food,,,,,,,55.7397492,37.6567534
node/1203350373,fast_food,Столовая,,,,,,55.7376047,37.6602132
node/1206955383,restaurant,Гин-но Таки,Gin-no Taki,,,,Su-Th 11:00-24:00; Fr-Sa 11:00-05:00,55.7304084,37.6115708
node/1206955384,cafe,Шоколадница,Shokoladnitsa,,,,24/7,55.7305611,37.6116567
node/1209011932,bank,Сбербанк,Sberbank,,,,Mo-Fr 08:30-19:30; Sa 09:00-17:00,55.771545,37.6516466
